2010-11-05 01:18:44,210 | ERROR  | Error saving profile Data truncated for column 'invite_key' at row 1
2010-11-05 01:22:40,981 | DEBUG  | Could not draw any car for Non-Playable / ez80998
2010-11-05 01:22:40,981 | DEBUG  | Could not draw any car for Non-Playable / ez80998
2010-11-05 01:22:41,017 | DEBUG  | Stat ez80998. garage, cars_add=2.
2010-11-05 01:22:41,017 | DEBUG  | Stat ez80998. garage, cars_add=2.
2010-11-05 01:22:41,027 | DEBUG  | Stat ez80998. garage, cars=2.
2010-11-05 01:22:41,027 | DEBUG  | Stat ez80998. garage, cars=2.
2010-11-05 01:22:41,037 | DEBUG  | Stat ez80998. car_manuf, Volkswagen=1.
2010-11-05 01:22:41,037 | DEBUG  | Stat ez80998. car_manuf, Volkswagen=1.
2010-11-05 01:22:41,046 | DEBUG  | Stat ez80998. car_country, Germany=1.
2010-11-05 01:22:41,046 | DEBUG  | Stat ez80998. car_country, Germany=1.
2010-11-05 01:22:41,056 | DEBUG  | Stat ez80998. car_tier, 2=3.
2010-11-05 01:22:41,056 | DEBUG  | Stat ez80998. car_tier, 2=3.
2010-11-05 01:22:41,067 | DEBUG  | Stat ez80998. car_manuf, Volkswagen=2.
2010-11-05 01:22:41,067 | DEBUG  | Stat ez80998. car_manuf, Volkswagen=2.
2010-11-05 01:22:41,078 | DEBUG  | Stat ez80998. car_country, Germany=2.
2010-11-05 01:22:41,078 | DEBUG  | Stat ez80998. car_country, Germany=2.
2010-11-05 01:22:41,088 | DEBUG  | Stat ez80998. car_tier, 2=4.
2010-11-05 01:22:41,088 | DEBUG  | Stat ez80998. car_tier, 2=4.
2010-11-05 01:22:41,098 | DEBUG  | Stat ez80998. car_year, 2000=2.
2010-11-05 01:22:41,098 | DEBUG  | Stat ez80998. car_year, 2000=2.
2010-11-05 01:22:41,108 | DEBUG  | Stat ez80998. car_bhp, 84=1.
2010-11-05 01:22:41,108 | DEBUG  | Stat ez80998. car_bhp, 84=1.
2010-11-05 01:22:41,118 | DEBUG  | Stat ez80998. car_speed, 170=1.
2010-11-05 01:22:41,118 | DEBUG  | Stat ez80998. car_speed, 170=1.
2010-11-05 01:22:41,132 | DEBUG  | Stat ez80998. car_weight, 900=1.
2010-11-05 01:22:41,132 | DEBUG  | Stat ez80998. car_weight, 900=1.
2010-11-05 01:22:41,553 | DEBUG  | Could not draw any car for Prototype / ez80998
2010-11-05 01:22:41,553 | DEBUG  | Could not draw any car for Prototype / ez80998
2010-11-05 01:22:41,602 | DEBUG  | Could not draw any car for Modified / ez80998
2010-11-05 01:22:41,602 | DEBUG  | Could not draw any car for Modified / ez80998
2010-11-05 01:22:41,650 | DEBUG  | Could not draw any car for Non-Playable / ez80998
2010-11-05 01:22:41,650 | DEBUG  | Could not draw any car for Non-Playable / ez80998
2010-11-05 01:22:41,686 | DEBUG  | Stat ez80998. garage, cars_add=3.
2010-11-05 01:22:41,686 | DEBUG  | Stat ez80998. garage, cars_add=3.
2010-11-05 01:22:41,696 | DEBUG  | Stat ez80998. garage, cars=3.
2010-11-05 01:22:41,696 | DEBUG  | Stat ez80998. garage, cars=3.
2010-11-05 01:22:41,706 | DEBUG  | Stat ez80998. car_manuf, Peugeot=1.
2010-11-05 01:22:41,706 | DEBUG  | Stat ez80998. car_manuf, Peugeot=1.
2010-11-05 01:22:41,715 | DEBUG  | Stat ez80998. car_country, France=1.
2010-11-05 01:22:41,715 | DEBUG  | Stat ez80998. car_country, France=1.
2010-11-05 01:22:41,725 | DEBUG  | Stat ez80998. car_tier, 2=5.
2010-11-05 01:22:41,725 | DEBUG  | Stat ez80998. car_tier, 2=5.
2010-11-05 01:22:41,735 | DEBUG  | Stat ez80998. car_manuf, Peugeot=2.
2010-11-05 01:22:41,735 | DEBUG  | Stat ez80998. car_manuf, Peugeot=2.
2010-11-05 01:22:41,745 | DEBUG  | Stat ez80998. car_country, France=2.
2010-11-05 01:22:41,745 | DEBUG  | Stat ez80998. car_country, France=2.
2010-11-05 01:22:41,754 | DEBUG  | Stat ez80998. car_tier, 2=6.
2010-11-05 01:22:41,754 | DEBUG  | Stat ez80998. car_tier, 2=6.
2010-11-05 01:22:41,764 | DEBUG  | Stat ez80998. car_year, 2000=3.
2010-11-05 01:22:41,764 | DEBUG  | Stat ez80998. car_year, 2000=3.
2010-11-05 01:22:41,774 | DEBUG  | Stat ez80998. car_bhp, 94=1.
2010-11-05 01:22:41,774 | DEBUG  | Stat ez80998. car_bhp, 94=1.
2010-11-05 01:22:41,783 | DEBUG  | Stat ez80998. car_speed, 170=2.
2010-11-05 01:22:41,783 | DEBUG  | Stat ez80998. car_speed, 170=2.
2010-11-05 01:22:41,794 | DEBUG  | Stat ez80998. car_weight, 1300=1.
2010-11-05 01:22:41,794 | DEBUG  | Stat ez80998. car_weight, 1300=1.
2010-11-05 01:22:41,806 | DEBUG  | ez80998 got 3 cars
2010-11-05 01:22:41,806 | DEBUG  | ez80998 got 3 cars
